date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2018/1/3,67,74,21,29,12,6,7,9,608.7,91,2,11,0,2018,1,3
2018/1/4,72,51,38,30,17,9,7,14.4,608.1,63,3,30,0,2018,1,4
2018/1/5,46,73,35,31,14,7,7,12.7,607.9,72,2,30,0,2018,1,5
2018/1/6,40,67,36,30,14,6,9,8.6,608.2,96,1,2.8,13,2018,1,6
2018/1/7,52,57,63,32,22,10,9,10.6,607.5,64,3,30,0,2018,1,7
2018/1/8,39,93,73,10,20,7,12,11.6,606.4,54,2,30,0,2018,1,8
2018/1/9,49,160,46,13,18,5,12,12.4,605.1,46,3,30,0,2018,1,9
2018/1/10,53,119,58,29,18,8,8,12.3,604.8,48,2,30,0,2018,1,10
2018/1/11,53,142,52,26,16,7,8,13.3,607.6,31,2,30,0,2018,1,11
2018/1/12,69,127,48,21,14,5,11,5.3,609.4,81,3,30,0,2018,1,12
2018/1/13,83,106,35,27,11,5,8,1.9,611.8,76,3,6,0,2018,1,13
2018/1/14,55,85,37,28,14,7,9,5.7,611.8,67,1,13,0,2018,1,14
2018/1/15,67,84,53,37,20,8,10,5.3,609.4,67,1,15,0,2018,1,15
2018/1/16,55,110,75,34,22,13,14,8.1,608.1,71,3,30,0,2018,1,16
2018/1/17,49,121,53,32,16,6,9,9.1,608,65,2,25,0,2018,1,17
2018/1/18,42,119,64,34,19,8,10,11.6,605.3,60,2,30,0,2018,1,18
2018/1/19,51,124,40,32,12,6,9,8.8,606.9,64,0,14,0,2018,1,19
2018/1/20,64,81,51,35,16,6,8,12.8,606.1,49,2,29,0,2018,1,20
2018/1/21,76,94,83,34,21,9,11,11.7,607.1,56,1,28,0,2018,1,21
2018/1/22,65,135,63,37,19,8,11,13.9,607.5,53,4,30,0,2018,1,22
2018/1/23,70,126,45,37,13,6,8,13.9,605.9,47,3,30,0,2018,1,23
2018/1/24,52,88,49,34,13,6,8,10.5,607.3,61,2,14,0,2018,1,24
2018/1/25,55,82,45,36,13,8,8,12.7,606.3,44,3,30,0,2018,1,25
2018/1/26,75,80,41,36,12,7,8,13.3,605,35,3,30,0,2018,1,26
2018/1/27,69,76,57,41,20,8,10,15.5,603.2,28,4,30,0,2018,1,27
2018/1/28,59,111,67,18,20,6,14,14.3,605.2,40,3,30,0,2018,1,28
2018/1/29,57,145,51,41,16,6,12,13.9,604.8,42,2,30,0,2018,1,29
2018/1/30,62,117,51,24,16,7,15,13.3,604.5,33,3,30,0,2018,1,30
2018/1/31,55,119,55,31,14,7,12,13.2,605.5,31,2,30,0,2018,1,31
2018/2/1,62,129,49,22,16,7,9,5.6,606.1,73,3,7,0,2018,2,1
2018/2/2,77,107,68,20,21,6,10,12.8,603.3,33,3,28,0,2018,2,2
2018/2/3,61,161,52,10,19,5,10,3.6,610.3,66,1,14,0,2018,2,3
2018/2/4,55,147,49,23,19,6,11,9.4,605.6,62,3,23,0,2018,2,4
2018/2/5,58,117,67,23,21,7,14,-1.5,612.1,73,2,13,0,2018,2,5
2018/2/6,52,163,57,11,19,5,12,3,608.5,80,1,4.5,0,2018,2,6
2018/2/7,89,155,43,38,15,8,11,1.9,609.1,87,3,5,0,2018,2,7
2018/2/8,64,117,45,43,10,6,7,1.2,610.7,74,2,8,0,2018,2,8
2018/2/9,60,92,47,45,10,7,6,5.7,605.7,86,3,6,0,2018,2,9
2018/2/10,90,99,65,47,18,8,10,2.6,607.9,86,2,4.3,0,2018,2,10
2018/2/11,73,146,64,48,16,7,12,13.7,603,51,5,27,0,2018,2,11
2018/2/12,56,154,53,44,11,5,9,14.7,604.8,38,5,30,0,2018,2,12
2018/2/13,54,113,41,39,6,5,7,13.9,607.9,41,3,25,0,2018,2,13
2018/2/14,58,96,36,42,6,9,6,14.1,609.5,37,3,26,0,2018,2,14
2018/2/15,67,76,69,54,12,15,7,14.7,610.5,42,3,23,0,2018,2,15
2018/2/16,88,146,40,45,13,6,8,16.5,607.6,38,3,30,0,2018,2,16
2018/2/17,64,127,36,48,7,5,8,17.5,607.8,35,5,30,0,2018,2,17
2018/2/18,50,78,39,47,10,7,8,15.1,608.2,27,4,30,0,2018,2,18
2018/2/19,55,87,41,50,10,6,8,11.3,608.4,42,2,30,0,2018,2,19
2018/2/20,72,95,44,49,9,7,8,16.6,606.4,32,2,30,0,2018,2,20
2018/2/21,59,100,46,53,11,9,10,16.9,607.2,34,4,30,0,2018,2,21
2018/2/22,66,102,51,55,11,6,12,16.2,607.5,37,4,30,0,2018,2,22
2018/2/23,65,123,55,54,13,7,9,17.2,606.7,31,2,30,0,2018,2,23
2018/2/24,67,126,70,65,20,8,10,16.9,605.4,29,4,30,0,2018,2,24
2018/2/25,68,146,59,49,10,7,10,17.1,607,30,3,30,0,2018,2,25
2018/2/26,67,131,48,47,13,7,10,16.4,606.6,36,4,27,0,2018,2,26
2018/2/27,72,107,58,51,21,10,11,15.9,608.8,37,3,29,0,2018,2,27
2018/2/28,66,120,44,43,11,8,10,17,608.2,33,3,22,0,2018,2,28
2018/3/1,80,94,50,46,9,9,8,16.9,607.3,40,4,25,0,2018,3,1
2018/3/2,63,98,51,49,9,8,7,15.9,605.5,37,2,30,0,2018,3,2
2018/3/3,58,117,47,56,9,6,8,19.4,606.1,30,4,30,0,2018,3,3
2018/3/4,64,108,57,48,17,8,9,18.9,604.3,31,2,30,0,2018,3,4
2018/3/5,55,118,61,62,14,10,9,18.6,604.2,34,2,29,0,2018,3,5
2018/3/6,61,126,70,65,22,9,13,16,604.1,42,5,30,0.2,2018,3,6
2018/3/7,60,148,50,61,16,6,9,17,605.9,43,2,24,0,2018,3,7
2018/3/8,70,102,51,62,14,6,8,20,606.8,23,3,30,0,2018,3,8
2018/3/9,68,111,60,56,13,9,9,17,607.2,49,5,10,0,2018,3,9
2018/3/10,78,150,58,60,15,8,9,17.2,608,35,1,23,0,2018,3,10
2018/3/11,80,140,50,59,13,7,9,11.2,610.6,55,1,19,0,2018,3,11
2018/3/12,68,126,55,59,14,9,8,12.8,609.8,55,2,21,0,2018,3,12
2018/3/13,72,127,61,63,15,9,9,14.2,607.6,60,4,15,0,2018,3,13
2018/3/14,72,131,73,63,22,10,10,16.8,607.8,45,4,16,0,2018,3,14
2018/3/15,75,148,66,65,20,7,10,15.8,606.8,39,3,29,0,2018,3,15
2018/3/16,72,154,82,68,23,10,11,15.5,605.2,44,2,24,0,2018,3,16
2018/3/17,72,166,61,61,11,8,7,17.9,605.5,31,3,29,0,2018,3,17
2018/3/18,76,135,50,59,13,8,6,18.3,606,36,3,27,0,2018,3,18
2018/3/19,75,99,69,75,26,9,10,13.6,606.8,75,5,3.4,3,2018,3,19
2018/3/20,79,136,74,83,19,9,11,16.2,606.7,54,3,11,0,2018,3,20
2018/3/21,98,150,66,75,15,5,11,16.3,607,46,5,23,0,2018,3,21
2018/3/22,76,153,67,70,13,6,11,13.4,608.2,53,1,30,0,2018,3,22
2018/3/23,75,157,62,71,15,7,9,19.2,607,27,3,22,0,2018,3,23
2018/3/24,95,139,79,88,21,8,9,18.6,606.7,30,4,23,0,2018,3,24
2018/3/25,102,157,70,62,17,7,12,17.5,606.2,43,2,19,0,2018,3,25
2018/3/26,91,145,70,44,26,7,14,17.3,606.4,48,5,17,0,2018,3,26
2018/3/27,89,159,56,53,24,6,15,18.5,607,43,5,18,0,2018,3,27
2018/3/28,88,115,75,62,21,7,13,19.4,609,46,3,18,0,2018,3,28
2018/3/29,110,137,74,66,20,7,10,19.4,608.4,36,3,22,0,2018,3,29
2018/3/30,75,145,89,66,24,8,10,13.5,608.8,83,0,8,0,2018,3,30
2018/3/31,77,154,67,80,17,7,7,11.3,607.3,84,1,18,1,2018,3,31
2018/4/1,63,131,86,82,21,8,10,19.2,606.7,28,2,30,0,2018,4,1
2018/4/2,79,149,77,80,15,8,10,19.7,607.3,38,3,20,0,2018,4,2
2018/4/3,79,150,68,74,12,7,10,20.3,607.6,35,4,22,0,2018,4,3
2018/4/4,81,141,54,72,8,5,7,20.7,607.6,33,3,25,0,2018,4,4
2018/4/5,95,106,56,38,15,6,7,21,606.9,37,3,21,0,2018,4,5
2018/4/6,100,97,64,45,10,4,5,22.4,606.1,29,4,23,0,2018,4,6
2018/4/7,95,86,74,55,14,9,9,20.4,604.8,35,3,30,0,2018,4,7
2018/4/8,88,118,63,52,16,8,9,20.2,605.3,36,3,26,0,2018,4,8
2018/4/9,88,120,46,56,10,7,7,7.5,613.8,75,4,16,0.4,2018,4,9
2018/4/10,50,92,52,63,11,8,7,10.9,612.4,57,2,22,0,2018,4,10
2018/4/11,73,96,50,58,8,7,7,16.7,608.9,60,1,20,0,2018,4,11
2018/4/12,75,97,53,64,10,8,7,19.6,606.5,51,5,26,0,2018,4,12
2018/4/13,65,104,51,56,9,7,7,21.3,605.5,38,3,30,0,2018,4,13
2018/4/14,70,101,61,56,16,7,9,21.1,604.9,43,5,30,0,2018,4,14
2018/4/15,79,128,59,61,20,7,11,21.2,605,38,3,26,0,2018,4,15
2018/4/16,73,124,60,62,23,7,11,22.7,606.5,31,3,30,0,2018,4,16
2018/4/17,80,125,64,65,21,6,10,22,606.5,34,4,30,0,2018,4,17
2018/4/18,69,125,38,46,10,6,9,15.7,607.7,64,1,30,0.7,2018,4,18
2018/4/19,65,92,48,55,10,7,8,14.9,609.2,61,2,23,0,2018,4,19
2018/4/20,71,98,56,55,12,8,8,15.7,608.9,67,3,29,0,2018,4,20
2018/4/21,76,99,62,64,9,9,7,19.1,606.9,55,4,17,0,2018,4,21
2018/4/22,77,102,62,65,9,8,7,17.9,605.2,59,4,27,0,2018,4,22
2018/4/23,55,100,88,71,25,10,11,19.7,605.2,49,5,30,0,2018,4,23
2018/4/24,67,141,71,76,13,8,10,21.2,605.1,41,3,30,0,2018,4,24
2018/4/25,68,138,76,59,16,7,10,23.2,604.7,35,4,28,0,2018,4,25
2018/4/26,80,151,48,27,17,5,12,24.4,605.2,31,4,28,0,2018,4,26
2018/4/27,76,108,50,56,21,5,10,24.4,605.9,27,3,29,0,2018,4,27
2018/4/28,85,113,57,64,18,7,10,22.5,605.2,33,2,21,0,2018,4,28
2018/4/29,90,128,58,63,10,6,11,17.9,607.8,69,4,11,0,2018,4,29
2018/4/30,73,122,60,64,15,9,10,13.6,610,88,2,6,5,2018,4,30
2018/5/1,48,119,74,61,21,7,14,14.6,608.3,80,2,20,0.5,2018,5,1
2018/5/2,65,143,27,36,20,4,11,18.7,606.5,56,2,26,0,2018,5,2
2018/5/3,70,85,22,41,9,4,6,19.8,606.7,51,2,22,0,2018,5,3
2018/5/4,76,56,31,38,8,3,6,21.4,607.9,51,1,21,0,2018,5,4
2018/5/5,75,67,42,46,7,3,6,17.1,610.3,83,2,9,0,2018,5,5
2018/5/6,71,78,37,52,8,4,4,15.8,609.7,92,1,30,0.6,2018,5,6
2018/5/7,45,66,57,47,13,5,6,21.4,606.7,50,4,30,0,2018,5,7
2018/5/8,45,95,61,58,14,4,7,18.9,606.6,61,2,30,0,2018,5,8
2018/5/9,44,106,61,60,13,4,9,19.6,605.6,57,6,30,0,2018,5,9
2018/5/10,51,95,68,64,11,6,5,21.4,604.8,49,3,30,0,2018,5,10
2018/5/11,62,112,71,57,13,7,6,20.9,605.4,56,3,25,0.1,2018,5,11
2018/5/12,60,124,53,46,16,5,6,23.1,607.2,44,3,30,0,2018,5,12
2018/5/13,70,104,40,53,10,6,5,23.7,605.8,37,4,30,0,2018,5,13
2018/5/14,69,74,47,50,7,5,5,22.8,605.9,35,4,30,0,2018,5,14
2018/5/15,73,79,47,55,8,7,6,20.2,607.9,53,2,5,0,2018,5,15
2018/5/16,67,87,63,53,9,6,6,16.6,607,82,2,25,0.2,2018,5,16
2018/5/17,53,107,79,50,10,6,6,20,604.8,50,3,28,0,2018,5,17
2018/5/18,63,120,68,54,8,6,6,22,603.8,43,4,30,0,2018,5,18
2018/5/19,58,118,63,52,8,5,7,23.3,603.7,41,4,30,0,2018,5,19
2018/5/20,62,105,60,47,10,5,6,23.1,604.2,42,4,29,0,2018,5,20
2018/5/21,63,94,59,55,11,5,7,23.5,604.2,42,3,22,0,2018,5,21
2018/5/22,76,96,50,35,16,5,7,23.9,604.3,44,4,30,0,2018,5,22
2018/5/23,64,78,33,40,7,4,7,24.2,604.8,44,3,29,0,2018,5,23
2018/5/24,62,71,35,41,6,4,6,24.2,605.6,45,4,30,0,2018,5,24
2018/5/25,57,71,57,50,13,7,7,22.6,607.3,60,4,28,0,2018,5,25
2018/5/26,65,97,48,39,12,5,6,18.6,606.4,85,1,19,1,2018,5,26
2018/5/27,46,77,50,41,14,7,8,23.3,604.2,53,4,30,0,2018,5,27
2018/5/28,44,86,29,25,13,5,8,23.3,603.8,52,2,30,0,2018,5,28
2018/5/29,43,56,23,22,8,4,7,20.3,605.7,76,0,18,0,2018,5,29
2018/5/30,57,58,24,32,11,4,6,17,609.1,70,3,30,0,2018,5,30
2018/5/31,45,51,46,41,18,5,8,18.8,607,78,1,14,0,2018,5,31
2018/6/1,52,84,37,28,14,7,7,17.1,607.6,95,0,9,13,2018,6,1
2018/6/2,43,66,27,22,14,3,7,19.2,607.7,76,2,30,0.2,2018,6,2
2018/6/3,30,57,29,33,15,2,11,18.8,608.1,80,4,26,0.9,2018,6,3
2018/6/4,30,75,37,72,19,6,10,22.7,607,61,2,30,0,2018,6,4
2018/6/5,48,66,83,95,32,9,10,17.1,608.5,95,2,1.3,11,2018,6,5
2018/6/6,40,137,74,83,27,8,8,19.7,606.3,84,2,30,0.5,2018,6,6
2018/6/7,33,128,59,85,13,8,8,16,609.2,71,3,30,0.1,2018,6,7
2018/6/8,40,112,38,44,13,5,7,20.4,607.5,69,2,22,0,2018,6,8
2018/6/9,73,77,46,22,21,6,8,21,606.1,65,1,23,0,2018,6,9
2018/6/10,109,93,20,16,13,5,8,23.4,605.5,46,2,25,0,2018,6,10
2018/6/11,95,53,20,22,10,4,7,20.9,604.7,79,6,9,0.1,2018,6,11
2018/6/12,93,45,22,22,8,5,7,19.2,605,78,1,23,0,2018,6,12
2018/6/13,47,49,19,32,17,4,8,18.3,605.2,96,2,9,4,2018,6,13
2018/6/14,48,62,40,28,19,5,9,19.9,603.7,84,2,30,13,2018,6,14
2018/6/15,35,74,38,37,12,5,7,18.7,603.2,92,1,19,8,2018,6,15
2018/6/16,33,72,45,35,9,5,7,20.4,603.3,77,1,30,0.2,2018,6,16
2018/6/17,30,69,57,36,8,5,7,15.6,604.8,96,2,7,5,2018,6,17
2018/6/18,37,85,68,36,9,5,9,18.8,604.8,85,1,21,0,2018,6,18
2018/6/19,43,98,53,35,9,5,8,21.6,603.6,80,1,26,0,2018,6,19
2018/6/20,39,91,45,32,8,5,7,23.4,602.3,66,3,30,0,2018,6,20
2018/6/21,43,79,47,24,12,6,7,23.6,601.8,65,2,27,0,2018,6,21
2018/6/22,55,72,44,29,17,6,8,23.8,603.6,73,3,21,0,2018,6,22
2018/6/23,64,81,44,29,15,5,8,21.6,604.9,74,1,30,2,2018,6,23
2018/6/24,53,80,32,20,13,5,6,23.1,604,66,3,30,0,2018,6,24
2018/6/25,48,72,26,18,9,3,6,19.5,604.5,95,1,6,5,2018,6,25
2018/6/26,45,55,21,24,7,4,5,20.9,603.3,88,1,12,0,2018,6,26
2018/6/27,48,46,30,23,8,5,5,20.1,603,88,1,15,0,2018,6,27
2018/6/28,45,45,33,22,8,6,6,19.5,603.4,92,2,30,1,2018,6,28
2018/6/29,35,52,37,15,9,6,6,20.2,606.2,80,2,30,0,2018,6,29
2018/6/30,24,58,28,23,8,7,6,21.5,606.1,80,1,30,0,2018,6,30
2018/7/1,26,56,28,22,7,5,5,20.8,605.1,85,1,30,0,2018,7,1
2018/7/2,28,51,21,23,7,6,5,21.7,603.3,77,2,27,0,2018,7,2
2018/7/3,33,40,20,25,7,6,4,21.2,604.1,79,2,30,0,2018,7,3
2018/7/4,33,42,34,34,9,7,6,22.1,603.5,76,2,30,0,2018,7,4
2018/7/5,30,53,48,36,13,7,7,22.3,602.2,68,3,30,0,2018,7,5
2018/7/6,28,69,46,30,16,5,5,22.5,601.5,66,3,30,0,2018,7,6
2018/7/7,28,66,43,41,13,7,8,23.1,601.9,65,3,30,0,2018,7,7
2018/7/8,27,75,42,33,10,4,5,24.4,602.3,64,3,30,0,2018,7,8
2018/7/9,36,67,31,32,9,4,4,23,603.5,76,2,25,0,2018,7,9
2018/7/10,47,60,38,42,10,4,5,20.9,604.3,80,1,30,0,2018,7,10
2018/7/11,40,77,54,36,17,5,6,23.7,604,66,2,30,0,2018,7,11
2018/7/12,51,95,45,44,17,5,6,21.8,605.5,75,1,30,0,2018,7,12
2018/7/13,36,101,49,37,19,6,5,21.8,605.5,76,2,30,0,2018,7,13
2018/7/14,33,100,48,46,17,6,5,22.1,604.5,73,2,30,0,2018,7,14
2018/7/15,43,91,33,28,11,7,5,23.1,604.2,78,0,22,0,2018,7,15
2018/7/16,51,66,33,23,11,6,5,21.6,604.8,75,3,27,0,2018,7,16
2018/7/17,45,61,43,46,12,7,5,20.1,604.5,86,0,25,0,2018,7,17
2018/7/18,51,72,42,30,12,7,5,20,605.8,94,1,7,2,2018,7,18
2018/7/19,53,78,31,32,10,5,4,21.8,605.8,70,1,30,0,2018,7,19
2018/7/20,32,59,39,43,13,5,4,21.8,606.3,68,3,30,0,2018,7,20
2018/7/21,32,76,55,51,19,6,5,24.6,605,57,3,30,0,2018,7,21
2018/7/22,46,98,57,50,21,7,8,23.3,605.2,70,3,30,0,2018,7,22
2018/7/23,41,125,55,47,19,7,9,22.4,605.3,67,3,30,0,2018,7,23
2018/7/24,39,134,47,20,23,6,7,23.7,605.2,55,2,28,0,2018,7,24
2018/7/25,48,115,27,35,13,6,5,21,605.7,73,4,14,0.1,2018,7,25
2018/7/26,54,61,37,25,14,6,5,19.9,604.7,83,3,10,0,2018,7,26
2018/7/27,61,70,32,28,10,7,3,21.2,604.6,68,1,18,0.4,2018,7,27
2018/7/28,63,62,38,32,13,9,4,19.3,604.8,94,1,3.1,7,2018,7,28
2018/7/29,50,60,37,31,12,8,3,22.1,604.8,66,2,30,0,2018,7,29
2018/7/30,42,59,33,30,15,7,4,21,605.2,75,3,30,0,2018,7,30
2018/7/31,35,76,42,27,18,11,7,22.9,604.6,66,3,30,0,2018,7,31
2018/8/1,33,72,35,28,11,11,6,21.1,605.3,74,2,21,0,2018,8,1
2018/8/2,35,66,40,20,18,9,7,22,604.3,72,3,29,0,2018,8,2
2018/8/3,36,79,24,27,14,7,4,20.1,605.6,83,3,23,0,2018,8,3
2018/8/4,40,66,24,25,13,8,4,20.2,605.1,89,2,28,0.2,2018,8,4
2018/8/5,44,63,35,19,19,6,5,22.2,603.8,75,1,25,0,2018,8,5
2018/8/6,38,64,48,35,20,9,8,19.1,604.3,93,0,18,1,2018,8,6
2018/8/7,43,92,28,40,14,9,5,18.8,605.9,94,0,21,4,2018,8,7
2018/8/8,31,80,22,23,9,6,4,19,606.4,91,2,24,0.2,2018,8,8
2018/8/9,29,59,27,41,12,7,9,19.5,606.3,87,1,30,0,2018,8,9
2018/8/10,44,71,48,31,23,7,8,20.7,605.4,82,3,8,0,2018,8,10
2018/8/11,47,110,46,58,20,8,6,19.2,606.3,84,2,22,4,2018,8,11
2018/8/12,43,95,58,64,22,7,6,18.6,606.4,96,1,7,1,2018,8,12
2018/8/13,38,105,68,79,27,9,7,21.4,605.2,80,2,15,5,2018,8,13
2018/8/14,50,120,61,71,28,9,7,18.2,604.7,95,0,16,3,2018,8,14
2018/8/15,59,136,42,46,20,8,7,20.8,603.9,83,0,8,0.2,2018,8,15
2018/8/16,60,89,31,51,14,6,5,21.5,604.2,71,1,15,0,2018,8,16
2018/8/17,72,71,37,57,15,8,5,22.4,604.8,67,1,21,0,2018,8,17
2018/8/18,85,75,59,76,22,8,6,20,606.2,89,0,10,5,2018,8,18
2018/8/19,70,90,58,46,27,8,11,19.2,606.1,85,2,30,2,2018,8,19
2018/8/20,53,114,57,53,18,7,8,18.4,605.6,92,1,16,3,2018,8,20
2018/8/21,58,110,39,55,20,8,6,21,605.2,63,3,30,0,2018,8,21
2018/8/22,63,82,36,46,17,10,5,21.4,605.1,76,1,19,0,2018,8,22
2018/8/23,84,78,51,76,22,7,7,19.7,605.8,94,0,10,4,2018,8,23
2018/8/24,65,93,45,83,16,4,5,17.8,605.2,95,2,6,36,2018,8,24
2018/8/25,60,96,48,76,19,6,6,20.9,605,78,3,19,0.1,2018,8,25
2018/8/26,62,108,68,106,31,9,7,20.2,606.1,86,1,18,0,2018,8,26
2018/8/27,48,142,61,48,27,9,8,22.5,605.3,72,1,26,0,2018,8,27
2018/8/28,82,136,45,38,20,9,7,20,604.9,89,3,4.7,2,2018,8,28
2018/8/29,55,102,44,44,17,8,5,19.9,605.4,85,1,30,0,2018,8,29
2018/8/30,73,88,38,32,17,5,5,20.9,605.5,76,2,15,0,2018,8,30
2018/8/31,102,68,21,33,14,5,5,19.6,606,92,1,7,0.9,2018,8,31
2018/9/1,64,52,24,30,17,6,7,19.4,604.4,91,0,28,0,2018,9,1
2018/9/2,47,56,21,27,14,7,4,22.7,604.5,61,1,30,0,2018,9,2
2018/9/3,47,53,25,27,15,5,4,19.3,606.6,89,2,26,10,2018,9,3
2018/9/4,36,49,34,35,14,6,7,20.2,606.3,87,0,23,0,2018,9,4
2018/9/5,36,61,38,42,14,6,7,19.1,605.8,95,0,6,2,2018,9,5
2018/9/6,39,65,31,34,13,9,4,20.3,606.6,85,2,30,0.1,2018,9,6
2018/9/7,30,67,35,38,14,11,5,19.4,606.4,87,1,17,0,2018,9,7
2018/9/8,35,77,45,43,16,5,5,21.7,605.6,75,2,30,0,2018,9,8
2018/9/9,41,84,37,24,15,5,7,21.9,606.6,78,3,30,0,2018,9,9
2018/9/10,45,71,31,23,15,6,6,16.9,609.6,76,2,29,0,2018,9,10
2018/9/11,38,55,33,23,18,5,7,17.9,609.7,72,1,11,0,2018,9,11
2018/9/12,40,85,29,17,17,4,6,19.2,609.4,80,2,14,0,2018,9,12
2018/9/13,47,67,36,31,16,4,5,19.2,609,81,2,29,0,2018,9,13
2018/9/14,40,68,31,38,18,6,5,20.3,607.5,76,1,30,0,2018,9,14
2018/9/15,37,63,43,47,19,8,5,18.7,606.9,94,2,14,0.3,2018,9,15
2018/9/16,42,76,27,26,12,7,4,18.1,607.8,90,1,25,0.1,2018,9,16
2018/9/17,39,50,20,21,14,5,6,19.5,609.4,79,1,24,0.4,2018,9,17
2018/9/18,38,44,27,26,15,3,4,19.3,608.5,92,0,16,0,2018,9,18
2018/9/19,41,51,25,25,11,3,5,22.7,606.7,60,3,18,0,2018,9,19
2018/9/20,48,47,50,39,16,6,8,20,606.4,68,2,30,0,2018,9,20
2018/9/21,48,76,44,30,16,4,5,17,609.1,97,0,4.9,1,2018,9,21
2018/9/22,34,77,38,36,14,3,5,19.4,609.7,83,2,30,0,2018,9,22
2018/9/23,51,74,23,23,10,5,5,19.4,609.7,74,1,30,0,2018,9,23
2018/9/24,40,52,20,22,9,3,5,20.9,609.9,73,1,30,0,2018,9,24
2018/9/25,37,46,35,21,16,6,8,17.2,611.5,96,2,10,4,2018,9,25
2018/9/26,29,62,48,39,18,7,6,17.3,610.1,98,1,4.8,5,2018,9,26
2018/9/27,25,81,26,23,14,5,7,19.8,607.5,73,3,30,0,2018,9,27
2018/9/28,40,71,35,23,20,5,9,20.5,606.1,72,3,30,0,2018,9,28
2018/9/29,40,78,55,26,16,6,8,18.8,607.8,90,1,20,0,2018,9,29
2018/9/30,28,83,42,32,7,6,6,20.8,607.7,80,2,28,0,2018,9,30
2018/10/1,45,77,48,30,7,5,6,16.1,610.8,82,2,17,0,2018,10,1
2018/10/2,50,83,50,27,14,4,7,16.5,609.5,88,0,16,0,2018,10,2
2018/10/3,38,99,61,28,14,4,7,16.9,609.7,90,1,9,0.1,2018,10,3
2018/10/4,43,119,65,29,12,4,8,13,611.8,92,2,7,2,2018,10,4
2018/10/5,44,111,49,33,11,5,6,13.5,611.1,99,1,1.9,0.9,2018,10,5
2018/10/6,51,77,47,26,15,3,7,14,611.6,99,3,2.8,0.8,2018,10,6
2018/10/7,57,78,28,27,10,5,5,16.3,611.3,83,3,8,0,2018,10,7
2018/10/8,47,65,26,19,16,5,7,15.7,610.3,91,1,7,0,2018,10,8
2018/10/9,43,68,25,27,6,6,6,17.1,609.5,79,1,26,0,2018,10,9
2018/10/10,43,58,35,23,10,4,7,14.9,609.6,98,1,14,7,2018,10,10
2018/10/11,44,79,23,13,13,3,7,14,609.3,94,1,30,3,2018,10,11
2018/10/12,33,67,14,14,8,3,7,14,610.5,89,1,26,0.3,2018,10,12
2018/10/13,42,40,13,16,8,3,7,11.3,611.9,82,2,11,0,2018,10,13
2018/10/14,42,41,17,20,13,5,7,14.4,611.5,84,3,13,0,2018,10,14
2018/10/15,30,49,25,28,10,5,7,14.6,610.3,98,0,16,1,2018,10,15
2018/10/16,34,63,31,32,12,5,6,16.3,609.1,86,2,30,0.5,2018,10,16
2018/10/17,38,58,27,28,11,4,6,16.8,609.1,85,2,30,2,2018,10,17
2018/10/18,40,72,29,27,11,4,3,16.5,609.6,83,0,30,0,2018,10,18
2018/10/19,57,73,28,27,9,3,6,16.9,608,66,3,30,0,2018,10,19
2018/10/20,57,59,25,28,9,4,5,16.9,607.2,59,2,30,0,2018,10,20
2018/10/21,44,57,32,21,13,4,6,17,607.9,57,3,30,0,2018,10,21
2018/10/22,43,70,26,11,14,3,5,16.6,609.7,62,1,30,0,2018,10,22
2018/10/23,43,62,20,24,9,3,5,17.1,610.2,63,3,27,0,2018,10,23
2018/10/24,59,50,24,30,9,5,4,18.1,610.2,59,3,30,0,2018,10,24
2018/10/25,38,49,35,20,14,3,6,17.3,609.8,84,2,20,0,2018,10,25
2018/10/26,32,69,39,24,12,3,5,15.7,609.8,92,1,15,0,2018,10,26
2018/10/27,51,87,25,29,13,5,5,14.4,609.1,82,0,30,0,2018,10,27
2018/10/28,52,62,28,31,14,9,5,17,610.9,69,2,30,0,2018,10,28
2018/10/29,35,70,21,30,7,10,5,15.5,612.2,80,2,14,0,2018,10,29
2018/10/30,33,57,30,37,13,7,3,16.5,612,89,4,25,0,2018,10,30
2018/10/31,29,62,41,39,19,11,4,17.5,611.7,80,3,26,0,2018,10,31
2018/11/1,44,78,53,49,23,7,5,16,612.2,76,3,14,0,2018,11,1
2018/11/2,53,108,43,37,19,6,6,10.4,615.7,73,4,30,0,2018,11,2
2018/11/3,65,83,21,35,9,5,5,13.5,613,48,1,30,0,2018,11,3
2018/11/4,62,58,23,39,11,5,4,12.8,612,45,1,22,0,2018,11,4
2018/11/5,43,57,28,34,12,4,5,12.4,610.5,62,2,18,0,2018,11,5
2018/11/6,46,62,23,31,9,3,7,13.6,609.5,62,2,30,0,2018,11,6
2018/11/7,42,60,39,19,16,7,6,14.8,609.3,64,3,30,0,2018,11,7
2018/11/8,39,76,25,30,12,4,6,15.6,609.1,56,3,30,0,2018,11,8
2018/11/9,51,63,21,33,10,5,5,14.8,610,65,2,30,0,2018,11,9
2018/11/10,48,54,46,27,18,7,6,16,610.2,66,3,30,0,2018,11,10
2018/11/11,42,75,26,33,11,6,5,9.4,610.3,95,1,7,0,2018,11,11
2018/11/12,53,46,15,34,10,4,5,14.7,609.1,61,2,30,0,2018,11,12
2018/11/13,45,38,18,31,10,5,7,10.8,610.1,84,1,18,0,2018,11,13
2018/11/14,47,50,26,26,12,8,6,14.5,609.6,66,2,30,0,2018,11,14
2018/11/15,43,46,19,31,12,6,6,12.4,608.2,68,1,20,0,2018,11,15
